name,latitude,longitude,stop_type,zone_name
hyderabad central university,17.46171,78.33591,bus,Gachibowli
hyderabad central university gate 2,17.45687,78.33962,bus,Gachibowli
hyderabad central university gate 2,17.45677,78.33993,bus,Gachibowli
hyderabad mahatma gandhi c.b.t.,17.37809,78.48452,bus,Old City
hyderabad non ac seater,17.37993,78.48335,bus,Old City
hyderabad road bus stop,17.39156,78.51207,bus,Old City
hyderguda,17.39404,78.48017,bus,Old City
hyderguda,17.40012,78.47813,bus,Banjara Hills
hyderguda,17.4004,78.47794,bus,Banjara Hills
hyderguda old mla quarters,17.39868,78.48158,bus,Banjara Hills
hyderguda old mla quarters,17.39817,78.48217,bus,Banjara Hills
hyderguda x road,17.36356,78.42834,bus,Old City
hyderguda x road,17.36429,78.42814,bus,Old City
hydernagar,17.4976,78.37824,bus,Miyapur
hydernagar,17.49836,78.37912,bus,Miyapur
hydernagar,17.49864,78.38794,bus,Kukatpally
i.s. sadan,17.35174,78.50714,bus,Old City
i.s. sadan,17.35277,78.50643,bus,Old City
i.s. sadan,17.35334,78.50651,bus,Old City
iadore transtech pvt ltd bus stop,17.48826,78.40014,bus,Kukatpally
ias officer's quarters bus stop,17.41609,78.43666,bus,Banjara Hills
ibrahim bagh,17.37689,78.38158,bus,Jubilee Hills
ibrahim bagh,17.37664,78.38158,bus,Jubilee Hills
ibrahimpatnam,17.19736,78.65044,bus,LB Nagar
ibrahimpatnam bus depot,17.1868,78.6488,bus,LB Nagar
ibrahimpatnam bus station,17.1916,78.6475,bus,LB Nagar
ibrahimpatnam bus stop,17.35756,78.50542,bus,Old City
ibrahimpatnam chowrasta,17.19365,78.64647,bus,LB Nagar
ibrahimpatnam chowrasta,17.19355,78.64644,bus,LB Nagar
icici,17.42224,78.33811,bus,Financial District
icici,17.4225,78.33862,bus,Financial District
icomm tele limited,17.50076,78.61979,bus,Uppal
icomm tele limited,17.49991,78.61651,bus,Uppal
icrisat,17.51846,78.27879,bus,Miyapur
icrisat,17.51876,78.27893,bus,Miyapur
ida medchal,17.61184,78.48746,bus,Kukatpally
ida medchal,17.6119,78.48713,bus,Kukatpally
idpl,17.47123,78.43362,bus,Kukatpally
idpl,17.47137,78.43398,bus,Kukatpally
idpl,17.48803,78.4504,bus,Kukatpally
idpl (pickup van/bus),17.48664,78.45006,bus,Kukatpally
idpl chowrasta,17.48758,78.45036,bus,Kukatpally
idpl chowrasta,17.4876,78.45009,bus,Kukatpally
idpl colony,17.48665,78.45001,bus,Kukatpally
idpl colony,17.48672,78.45014,bus,Kukatpally
idpl colony towards jagathgirigutta,17.48816,78.44994,bus,Kukatpally
iit,17.44558,78.35196,bus,Gachibowli
iit,17.44498,78.35304,bus,Gachibowli
iith bus stop,17.49341,78.14303,bus,Financial District
image garden bus stop,17.4464,78.3848,bus,Madhapur
imamguda bus stop,17.19279,78.47518,bus,Old City
imlibun,17.37671,78.48628,bus,Old City
imlibun,17.37674,78.48607,bus,Old City
imlibun,17.37725,78.48651,bus,Old City
indapur toll naka,17.39005,78.47017,bus,Old City
indira nagar,17.45787,78.56502,bus,Uppal
indira nagar,17.45822,78.56476,bus,Uppal
indira nagar,17.43947,78.35941,bus,Gachibowli
indira nagar,17.4299,78.4276,bus,Ameerpet
indira nagar,17.44104,78.36028,bus,Gachibowli
indira nagar,17.44097,78.36004,bus,Gachibowli
indira nagar,17.43984,78.36004,bus,Gachibowli
indira nagar bus stop,17.49563,78.51061,bus,Secunderabad
indira nagar colony,17.54335,78.37243,bus,Miyapur
indira nagar colony,17.54317,78.37247,bus,Miyapur
indira nagar colony bus stop,17.33683,78.57431,bus,LB Nagar
indirapark,17.41183,78.48104,bus,Begumpet
indra nagar bus stop,17.44098,78.36004,bus,Gachibowli
indra nagar bus stop,17.44124,78.35997,bus,Gachibowli
indu aranya pallavi,17.36641,78.58272,bus,LB Nagar
indu fortune fields bus stop,17.47675,78.38537,bus,Kondapur
indu medows bus stop,17.47842,78.38439,bus,Kondapur
industrial estate,17.45357,78.55442,bus,Uppal
industrial estate,17.45344,78.55412,bus,Uppal
information colony,17.32291,78.60279,bus,LB Nagar
information colony,17.32305,78.60271,bus,LB Nagar
information colony,17.32311,78.60268,bus,LB Nagar
information colony,17.31617,78.60184,bus,LB Nagar
information colony,17.31657,78.60172,bus,LB Nagar
infosys,17.4368,78.34717,bus,Gachibowli
infosys,17.43695,78.34769,bus,Gachibowli
infosys sez,17.44624,78.63565,bus,Uppal
infotech,17.42036,78.33691,bus,Financial District
infotech,17.42061,78.33739,bus,Financial District
infotech,17.43806,78.3795,bus,HITEC City
infotech,17.43768,78.3796,bus,HITEC City
injapur,17.2989,78.58243,bus,LB Nagar
injapur,17.2995,78.58209,bus,LB Nagar
injapur cheruvu katta,17.29124,78.58695,bus,LB Nagar
injapur cheruvu katta,17.29122,78.58721,bus,LB Nagar
insapur bus stop,17.54684,78.21285,bus,Miyapur
institute bus stop,17.58537,78.48829,bus,Kukatpally
inter state,17.39213,78.43118,bus,Banjara Hills
irani hotel,17.39336,78.52221,bus,Uppal
irani hotel bus stop,17.39399,78.52322,bus,Uppal
is sadan / santosh nagar,17.3518,78.5075,bus,Old City
is sadan / santosh nagar,17.35195,78.50774,bus,Old City
is sadan bus stop,17.35271,78.50646,bus,Old City
ishaq central road ways,17.45607,78.48305,bus,Secunderabad
isnapur,17.54693,78.21237,bus,Miyapur
isnapur,17.54696,78.21275,bus,Miyapur
isnapur x road,17.5466,78.21276,bus,Miyapur
itmr blood bank,17.42137,78.44898,bus,Banjara Hills
j.b.s.,17.44344,78.49874,bus,Secunderabad
j.p.m. school,17.0321,78.6717,bus,LB Nagar
j.p.n nagar bus stop,17.50523,78.35713,bus,Miyapur
jabbar hotel dabeerpura,17.36729,78.48761,bus,Old City
jabbar hotel dabeerpura,17.36738,78.48751,bus,Old City
jafferguda x road,17.3065,78.70548,bus,LB Nagar
jafferguda x road,17.3062,78.70552,bus,LB Nagar
jagadgiri gutta bus stop,17.50204,78.42613,bus,Kukatpally
jagadgirigutta,17.50213,78.42601,bus,Kukatpally
jagathgiri gutta bus stop,17.50725,78.42141,bus,Kukatpally
jagathgirigutta bus station,17.50211,78.42621,bus,Kukatpally
jaggamguda,17.62531,78.62511,bus,Secunderabad
jaggamguda,17.62539,78.62499,bus,Secunderabad
jai jawahar nagar,17.4996,78.53706,bus,Secunderabad
jai jawahar nagar,17.49944,78.53703,bus,Secunderabad
jai jawan colony,17.49051,78.57282,bus,Uppal
jai jawan colony,17.49053,78.57306,bus,Uppal
jaihind hotel / madannapet,17.36022,78.5046,bus,Old City
jaihind hotel / madannapet,17.35959,78.50461,bus,Old City
jainapally,17.47643,78.79837,bus,Uppal
jal vayu vihar bus stop,17.49933,78.39825,bus,Kukatpally
jalalpur bus stop,17.32846,78.79773,bus,LB Nagar
jalapalli,17.28337,78.4716,bus,Old City
jalapalli,17.28312,78.47183,bus,Old City
jalva hotel,17.35787,78.44867,bus,Old City
jalva hotel,17.35799,78.44839,bus,Old City
jamai osmania railway station,17.41192,78.51804,bus,Secunderabad
jameelapet bus stop,17.49404,78.72546,bus,Uppal
james street,17.43538,78.48846,bus,Secunderabad
james street,17.43571,78.48864,bus,Secunderabad
james street bus stop,17.43587,78.48864,bus,Secunderabad
jamia masjid al noor,17.33346,78.49257,bus,Old City
jamia osmania,17.41119,78.51927,bus,Secunderabad
jamia osmania,17.4113,78.51919,bus,Secunderabad
janapriya,17.44174,78.56535,bus,Uppal
janapriya,17.44221,78.56618,bus,Uppal
janapriya colony,17.31543,78.52562,bus,LB Nagar
janapriya colony,17.31558,78.52536,bus,LB Nagar
janapriya sai nest apartment,17.52953,78.44432,bus,Kukatpally
janapriya utopia mini public bus stop,17.36766,78.42245,bus,Old City
janapriya west city bus stop,17.51277,78.35317,bus,Miyapur
janwada bus stand,17.4019,78.2584,bus,Financial District
jawahar nagar,17.43613,78.43392,bus,Ameerpet
jawahar nagar,17.43615,78.43372,bus,Ameerpet
jaya bhushan bus stop,17.39471,78.43884,bus,Banjara Hills
jayabheri / jayabheri,17.45803,78.37038,bus,Kondapur
jayabheri / jayabheri,17.45815,78.37098,bus,Kondapur
jayanthi bus stop,17.44296,78.38748,bus,Madhapur
jbit,17.3314,78.29727,bus,Financial District
jbit,17.33198,78.2977,bus,Financial District
jbs,17.44779,78.49627,bus,Secunderabad
jbs,17.44836,78.4957,bus,Secunderabad
jbs - beside jubilee bus stand,17.44808,78.49654,bus,Secunderabad
jeedimatla,17.52268,78.44364,bus,Kukatpally
jeedimetla,17.52215,78.44398,bus,Kukatpally
jeedimetla,17.52352,78.44308,bus,Kukatpally
jeedimetla,17.52659,78.44049,bus,Kukatpally
jeedimetla,17.51461,78.44723,bus,Kukatpally
jeedimetla bus depot,17.52781,78.43992,bus,Kukatpally
jeedimetla bus stop,17.52671,78.43992,bus,Kukatpally
jeedimetla bus stop,17.52673,78.43988,bus,Kukatpally
jeedimetla sub station,17.52263,78.44378,bus,Kukatpally
jeedimetla substation,17.52249,78.44365,bus,Kukatpally
jeedimetla substation,17.52286,78.44359,bus,Kukatpally
jeedimetla substation bus stop,17.52264,78.44378,bus,Kukatpally
jeedimetla village,17.508,78.4795,bus,Kukatpally
jeedimetla village,17.50886,78.47926,bus,Kukatpally
jeedimetla village bus stand,17.50808,78.47945,bus,Kukatpally
jeedipalli,17.7419,78.47528,bus,Kukatpally
jeedipalli,17.7422,78.4759,bus,Kukatpally
jeera,17.4267,78.49068,bus,Secunderabad
jeera,17.42746,78.49101,bus,Secunderabad
jillela guda bustop,17.33804,78.52302,bus,LB Nagar
jillelguda,17.33101,78.52617,bus,LB Nagar
jillelguda,17.33121,78.52626,bus,LB Nagar
jntu,17.49687,78.39336,bus,Kukatpally
jntu,17.49638,78.39405,bus,Kukatpally
jntu,17.49656,78.39416,bus,Kukatpally
jntu,17.49609,78.39723,bus,Kukatpally
jntu 3rd phase,17.48717,78.39115,bus,Kukatpally
jntu 4th phase,17.47122,78.38798,bus,Madhapur
jntu kphb,17.49765,78.39224,bus,Kukatpally
jntu kphb,17.49318,78.4033,bus,Kukatpally
jodimetla x road,17.42482,78.64457,bus,Uppal
jodimetla x road,17.4241,78.64381,bus,Uppal
jonna banda,17.52872,78.51497,bus,Secunderabad
journalist colony,17.42132,78.41067,bus,Jubilee Hills
journalist colony,17.42089,78.41135,bus,Jubilee Hills
journalist colony bus stop,17.42302,78.41162,bus,Jubilee Hills
jubilee bus station,17.44776,78.49815,bus,Secunderabad
jubilee bus station,17.44939,78.49659,bus,Secunderabad
jubilee bus station,17.44945,78.49641,bus,Secunderabad
jubilee check post,17.42699,78.41512,bus,Jubilee Hills
jubilee hills - bus stop,17.42496,78.4096,bus,Jubilee Hills
jubilee hills check post,17.4264,78.41654,bus,Jubilee Hills
jubilee hills check post,17.42674,78.41635,bus,Jubilee Hills
jubilee hills check post,17.42703,78.41575,bus,Jubilee Hills
jubilee hills check post,17.4274,78.4143,bus,Jubilee Hills
jubilee hills check post towards apollo,17.42598,78.41492,bus,Jubilee Hills
jubilee hills check post towards apollo,17.42618,78.41532,bus,Jubilee Hills
jubilee hills mla colony,17.41409,78.42399,bus,Jubilee Hills
jubilee hills mla colony,17.41447,78.42469,bus,Jubilee Hills
jubilee hills odysis bus stop,17.42971,78.40969,bus,Jubilee Hills
jubilee x road,17.44827,78.49635,bus,Secunderabad
jubliee hills check post bus stop,17.42742,78.41432,bus,Jubilee Hills
jullapalli x road,17.3825,78.78642,bus,Uppal
juloor,17.38597,78.78499,bus,Uppal
jumerat bazar,17.37101,78.46361,bus,Old City
jumerat bazar,17.37083,78.46307,bus,Old City
jyothi chicken center bus stop,17.32874,78.57189,bus,LB Nagar
jyothi nagar,17.38275,78.42969,bus,Banjara Hills
jyothi nagar,17.38269,78.42936,bus,Banjara Hills
jyothi nagar bus stop,17.44422,78.52453,bus,Secunderabad
jyothi nagar bus stop,17.50164,78.31194,bus,Miyapur
jyothi nagar bus stop,17.38249,78.42931,bus,Banjara Hills
jyothi nagar bus stop,17.3825,78.42931,bus,Banjara Hills
jyothi nagar lp,17.50209,78.31207,bus,Miyapur
jyothi nagar lp,17.50149,78.31207,bus,Miyapur
jyoti nagar,17.44397,78.52517,bus,Secunderabad
jyoti nagar,17.44372,78.5251,bus,Secunderabad
k k heights bus stop,17.53414,78.51952,bus,Secunderabad
k.g.r. college,17.47095,78.63398,bus,Uppal
k.p. x road,17.47597,78.42292,bus,Kukatpally
k.p. x road,17.47616,78.42316,bus,Kukatpally
k.v. school x road,17.4746,78.51959,bus,Secunderabad
k.v. school x road,17.47454,78.52006,bus,Secunderabad
kababish bus stop,17.32707,78.47533,bus,Old City
kabeer nagar bus stop,17.45692,78.42232,bus,Kukatpally
kabir nagar,17.45691,78.42233,bus,Kukatpally
kabir nagar bus stop,17.45706,78.42218,bus,Kukatpally
kachiguda,17.38907,78.4969,bus,Old City
kachiguda,17.3894,78.49716,bus,Old City
kachiguda,17.39022,78.49621,bus,Old City
kachiguda,17.38988,78.49505,bus,Old City
kachiguda,17.39133,78.49659,bus,Old City
kachiguda,17.39005,78.49335,bus,Old City
kachiguda,17.38079,78.48495,bus,Old City
kachiguda,17.39941,78.49169,bus,Secunderabad
kachiguda - near tourist hotel,17.38964,78.49634,bus,Old City
kachiguda (pickup van/bus),17.38818,78.49612,bus,Old City
kachiguda bus station,17.38937,78.49831,bus,Old City
kachiguda bus station,17.39029,78.49898,bus,Old City
kachiguda bus stop,17.38925,78.49763,bus,Old City
kachiguda bus stop,17.39033,78.49917,bus,Old City
kachiguda kamela,17.38792,78.50274,bus,Old City
kachiguda kamela,17.3879,78.50304,bus,Old City
kachiguda x road,17.39053,78.48899,bus,Old City
kachiguda x road,17.39095,78.48795,bus,Old City
kachiguda x road,17.39117,78.48904,bus,Old City
kachiguda x road bus stop,17.39304,78.48953,bus,Old City
kachiguda x roads,17.39253,78.48956,bus,Old City
kachiguda(van pick up),17.39022,78.49264,bus,Old City
kadlakoya village,17.59442,78.48624,bus,Kukatpally
kadlakoya village,17.59467,78.4861,bus,Kukatpally
kakatiya hills bus stop,17.52559,78.39488,bus,Kukatpally
kalamandir bus stop,17.35201,78.37649,bus,Jubilee Hills
kalamboli,17.49494,78.32518,bus,Miyapur
kalavari temple,17.49672,78.37194,bus,Miyapur
kalayan nagar / vengal rao nagar,17.4442,78.43311,bus,Ameerpet
kalayan nagar / vengal rao nagar,17.44434,78.4331,bus,Ameerpet
kali mata mandir,17.3521,78.37661,bus,Jubilee Hills
kali mata mandir,17.3524,78.37672,bus,Jubilee Hills
kallakal,17.7106,78.47549,bus,Kukatpally
kallakal,17.7135,78.47532,bus,Kukatpally
kalyan nagar,17.45124,78.42286,bus,Ameerpet
kalyan nagar,17.45123,78.42263,bus,Ameerpet
kamalabad,17.70843,78.64752,bus,Secunderabad
kamineni,17.35338,78.5556,bus,LB Nagar
kamineni,17.35354,78.55607,bus,LB Nagar
kamineni bus stop,17.35331,78.55565,bus,LB Nagar
kamla nagar,17.41063,78.60541,bus,Uppal
kamla nagar,17.41084,78.60523,bus,Uppal
kamla nagar,17.47102,78.56742,bus,Uppal
kamla nagar,17.47642,78.56713,bus,Uppal
kamla nagar,17.32978,78.57905,bus,LB Nagar
kamla nagar,17.32984,78.57914,bus,LB Nagar
kammaguda bus stop|kammaguda bus stop - kamma guda,17.28082,78.55207,bus,LB Nagar
kammeta main road bus stop,17.37154,78.15298,bus,Financial District
kanakadurga nagar,17.30281,78.68881,bus,LB Nagar
kanakadurga nagar,17.31495,78.67448,bus,LB Nagar
kanakadurga nagar,17.31478,78.67426,bus,LB Nagar
kandawada x road bus stop,17.30726,78.18255,bus,Financial District
kandiguda church,17.49427,78.53393,bus,Secunderabad
kandiguda church,17.49407,78.53406,bus,Secunderabad
kandlakoya,17.5913,78.49309,bus,Kukatpally
kandlakoya,17.59172,78.49279,bus,Kukatpally
kandukur bus stop,17.06462,78.48663,bus,LB Nagar
kandukur village bus stop,17.06451,78.48989,bus,LB Nagar
kandukur x roads bus stop,17.07285,78.47397,bus,Old City
kanjerla bus stop,17.59969,78.2396,bus,Miyapur
kapra,17.48669,78.56659,bus,Secunderabad
kapra circle,17.48645,78.56637,bus,Secunderabad
karanbagh bus stop,17.3629,78.51796,bus,LB Nagar
karkhana,17.45912,78.50039,bus,Secunderabad
karkhana,17.4604,78.5004,bus,Secunderabad
karkhana bus,17.4606,78.50033,bus,Secunderabad
karkhana circle,17.46156,78.50038,bus,Secunderabad
karmanghat,17.34443,78.5323,bus,LB Nagar
karmanghat,17.34412,78.5326,bus,LB Nagar
karmanghat bus stop,17.34432,78.5325,bus,LB Nagar
karmanghat bus stop,17.34415,78.53248,bus,LB Nagar
karmanghat playground bus stop,17.34097,78.53172,bus,LB Nagar
karmanghat x road,17.34412,78.53175,bus,LB Nagar
karmanghat x road,17.34412,78.53184,bus,LB Nagar
karmika nagar,17.44415,78.42413,bus,Ameerpet
karmika nagar,17.44464,78.42409,bus,Ameerpet
karmikanagar bus stop,17.4443,78.42459,bus,Ameerpet
karnamguda bus stop,17.17698,78.62059,bus,LB Nagar
karvan road bus stop,17.37329,78.44813,bus,Old City
katedan,17.31208,78.43841,bus,Old City
katedan,17.31197,78.43857,bus,Old City
katta maisamma,17.54861,78.43282,bus,Kukatpally
katta maisamma,17.5481,78.43287,bus,Kukatpally
kavadi pally,17.33436,78.69734,bus,LB Nagar
kavadi pally,17.33462,78.69742,bus,LB Nagar
kavadiguda,17.42475,78.48953,bus,Secunderabad
kavadiguda,17.42473,78.49031,bus,Secunderabad
kazipally,17.5713,78.35084,bus,Miyapur
kazipally,17.57144,78.35092,bus,Miyapur
kazipet bus stop,17.57969,78.73596,bus,Uppal
keerthimahal / bhel,17.49649,78.29758,bus,Miyapur
keerthimahal / bhel,17.49645,78.29727,bus,Miyapur
keesaragutta rtc bus stop,17.5335,78.68902,bus,Uppal
kesavagiri,17.3263,78.4768,bus,Old City
kesavagiri,17.32636,78.47698,bus,Old City
kesavagiri,17.32661,78.47572,bus,Old City
kesenaris,17.52175,78.37524,bus,Miyapur
kesenaris,17.52206,78.37482,bus,Miyapur
keshampet bus station,16.95309,78.34686,bus,Old City
keshavagiri,17.3264,78.476,bus,Old City
keshavagiri post office,17.32268,78.48042,bus,Old City
keshavagiri post office,17.32271,78.48014,bus,Old City
kesineni travels lakdikapool office and pick up point,17.40587,78.46432,bus,Banjara Hills
khairatabad,17.41231,78.46055,bus,Banjara Hills
khairatabad (pickup van/bus),17.41601,78.45759,bus,Banjara Hills
khairatabad metro station,17.41237,78.4608,bus,Banjara Hills
khairatabad metro station,17.41239,78.46051,bus,Banjara Hills
khairatabad rto office,17.41619,78.45786,bus,Banjara Hills
khairatabad rto office,17.41573,78.45774,bus,Banjara Hills
khairatabad x road,17.41416,78.46028,bus,Banjara Hills
khairatabad x road,17.41427,78.4601,bus,Banjara Hills
khairtabad,17.41416,78.46011,bus,Banjara Hills
khajaguda x road,17.42288,78.38149,bus,HITEC City
khajaguda x road,17.42216,78.3833,bus,Jubilee Hills
khajapally,17.60401,78.39384,bus,Miyapur
khanapur,17.17515,78.6546,bus,LB Nagar
khanojiguda,17.48466,78.49729,bus,Secunderabad
kharkhana bus stop,17.45887,78.50022,bus,Secunderabad
khilwat,17.36013,78.47137,bus,Old City
khilwat,17.35995,78.47148,bus,Old City
kiloskar,17.59536,78.49277,bus,Kukatpally
kims,17.43732,78.48162,bus,Begumpet
kims,17.43759,78.48172,bus,Begumpet
king koti bus stop,17.39374,78.48176,bus,Old City
king koti hospital,17.39373,78.48345,bus,Old City
kismatpur,17.33428,78.3913,bus,Old City
kismatpur,17.33434,78.39156,bus,Old City
kismatpur 1,17.33335,78.39415,bus,Old City
kismatpur 2,17.33721,78.39163,bus,Old City
kismatpur 2,17.33746,78.39184,bus,Old City
koheda,17.28259,78.63599,bus,LB Nagar
koheda x road,17.2199,78.5998,bus,LB Nagar
koheda x road,17.21815,78.60201,bus,LB Nagar
koheda x road,17.2828,78.64204,bus,LB Nagar
koheda x road,17.28297,78.64189,bus,LB Nagar
koheda x road,17.283,78.64213,bus,LB Nagar
koheda x road,17.28297,78.64232,bus,LB Nagar
kokkonda bus stop,17.72237,78.54509,bus,Kukatpally
kolumpet bus station,17.57682,78.14168,bus,Miyapur
komarabanda bus station,17.19633,78.07438,bus,Financial District
kompalli,17.52609,78.48469,bus,Kukatpally
kompalli (pickup van/bus),17.54522,78.49212,bus,Kukatpally
kompally,17.54456,78.49168,bus,Kukatpally
kompally,17.5442,78.49201,bus,Kukatpally
kompally,17.54105,78.49102,bus,Kukatpally
kompally,17.53198,78.48819,bus,Kukatpally
kompally,17.53104,78.48767,bus,Kukatpally
kompally,17.53095,78.48788,bus,Kukatpally
kompally,17.52911,78.48644,bus,Kukatpally
kompally bridge,17.56458,78.49367,bus,Kukatpally
kompally bridge,17.56442,78.49345,bus,Kukatpally
kompally near cine planet,17.52925,78.48591,bus,Kukatpally
konapoor bus station,18.12314,78.47768,bus,Miyapur
kondapur,17.46018,78.35461,bus,Kondapur
kondapur,17.46108,78.36687,bus,Kondapur
kondapur,17.46355,78.36707,bus,Kondapur
kondapur,17.46476,78.36515,bus,Kondapur
kondapur,17.46414,78.36732,bus,Kondapur
kondapur,17.46484,78.36512,bus,Kondapur
kondapur,17.46883,78.3663,bus,Kondapur
kondapur,17.47308,78.36439,bus,Kondapur
kondapur,17.46466,78.36718,bus,Kondapur
kondapur (pickup van/bus),17.45534,78.36388,bus,Kondapur
kondapur bus depot,17.46531,78.36382,bus,Kondapur
kondapur bus depot,17.46556,78.36186,bus,Kondapur
kondapur near harsha toyota showroom-fastline travels,17.46072,78.3518,bus,Kondapur
kondapur(rta office),17.41373,78.45996,bus,Banjara Hills
kormalla,17.40452,78.66952,bus,Uppal
korramelu x road,17.41811,78.63323,bus,Uppal
korremula 2,17.40404,78.66629,bus,Uppal
korremula bus stand,17.41784,78.63046,bus,Uppal
koteshwar temple,17.53836,78.52433,bus,Secunderabad
koteshwar temple,17.5366,78.5243,bus,Secunderabad
kothaguda x road,17.45842,78.36614,bus,Kondapur
kothaguda x road,17.45959,78.36607,bus,Kondapur
kothaguda x road,17.45844,78.36736,bus,Kondapur
kothaguda x road,17.45878,78.36744,bus,Kondapur
kothagudem,17.30058,78.73923,bus,LB Nagar
kothagudem,17.30093,78.73933,bus,LB Nagar
kothagundlapalli,17.57611,78.94756,bus,Uppal
kothapally bus stop,17.37424,78.11927,bus,Financial District
kothapet,17.36318,78.54371,bus,LB Nagar
kothapet,17.36682,78.54115,bus,LB Nagar
kothapet,17.36766,78.53996,bus,LB Nagar
kothapet,17.3678,78.5396,bus,LB Nagar
kothapet,17.3678,78.53882,bus,LB Nagar
kothapet,17.36802,78.53717,bus,LB Nagar
kothapet,17.36848,78.53841,bus,LB Nagar
kothapet,17.36861,78.53866,bus,LB Nagar
kothapet,17.36843,78.53712,bus,LB Nagar
kothapet (pickup van),17.36846,78.53456,bus,LB Nagar
kothapet bus stop,17.82169,78.33112,bus,Miyapur
kothapet to nagole bus stop,17.36846,78.53837,bus,LB Nagar
kothapet x roads petrol pump,17.36695,78.54126,bus,LB Nagar
kothoor bus stand,17.09324,78.46867,bus,Old City
kothoor x road bus stop,17.09885,78.47388,bus,Old City
kothur bus stop,17.71603,78.52309,bus,Kukatpally
koti,17.38473,78.48824,bus,Old City
koti,17.38399,78.475,bus,Old City
koti,17.38586,78.47932,bus,Old City
koti,17.38232,78.48103,bus,Old City
koti,17.38231,78.48149,bus,Old City
koti,17.3827,78.48261,bus,Old City
koti,17.38494,78.48481,bus,Old City
koti bus terminal,17.38437,78.48435,bus,Old City
koti bus terminus,17.38447,78.48451,bus,Old City
koti maternity hospital,17.38552,78.487,bus,Old City
koti maternity hospital,17.3857,78.48671,bus,Old City
koti medical college,17.38321,78.4831,bus,Old City
koti womens college,17.38514,78.48837,bus,Old City
koti womens college,17.38466,78.48825,bus,Old City
kotla ali jah,17.36131,78.47973,bus,Old City
kotla ali jha,17.36095,78.4798,bus,Old City
kottoor busbay,17.14969,78.2904,bus,Old City
kousalya colony,17.53004,78.35567,bus,Miyapur
kousalya colony,17.52981,78.35572,bus,Miyapur
kowkur,17.52584,78.533,bus,Secunderabad
kowkur,17.52542,78.53582,bus,Secunderabad
kowkur bus stop,17.52582,78.53298,bus,Secunderabad
koyalagudam bus stop,17.2607,78.84397,bus,LB Nagar
kphb,17.48288,78.39319,bus,Kukatpally
kphb,17.49608,78.39623,bus,Kukatpally
kphb (pickup van/bus),17.49335,78.40255,bus,Kukatpally
kphb 1st phase bus stop,17.4732,78.3932,bus,Kukatpally
kphb 3rd phase,17.48415,78.38976,bus,Kukatpally
kphb 4th phase,17.47219,78.38829,bus,Kondapur
kphb 4th phase,17.47219,78.38816,bus,Kondapur
kphb 4th phase,17.48767,78.39128,bus,Kukatpally
kphb 4th phase bus stop,17.47224,78.38808,bus,Kondapur
kphb 7th phase,17.4748,78.38867,bus,Kondapur
kphb 7th phase,17.4749,78.3885,bus,Kondapur
kphb 9th phase mig2 bus stop,17.48523,78.38313,bus,Miyapur
kphb circle,17.4837,78.38986,bus,Kukatpally
kphb circle,17.48488,78.39011,bus,Kukatpally
kphb colony,17.49142,78.40142,bus,Kukatpally
kphb colony,17.491,78.40135,bus,Kukatpally
kphb colony,17.49474,78.39987,bus,Kukatpally
kphb colony mig,17.48733,78.39117,bus,Kukatpally
kphb colony mig,17.48764,78.39155,bus,Kukatpally
kphb main road,17.49409,78.40045,bus,Kukatpally
kphb main road,17.49467,78.40037,bus,Kukatpally
kphb main road bus stop,17.49476,78.40037,bus,Kukatpally
kphb phase lll bus stop,17.48778,78.3954,bus,Kukatpally
kphp temple,17.48749,78.3953,bus,Kukatpally
kphp temple,17.48743,78.39541,bus,Kukatpally
kranti colony,17.40857,78.60003,bus,Uppal
kranti colony,17.40876,78.59992,bus,Uppal
kranti nagar,17.34118,78.5316,bus,LB Nagar
kranti nagar,17.34115,78.5318,bus,LB Nagar
krishanakanth park,17.44126,78.43185,bus,Ameerpet
krishanakanth park,17.44084,78.43207,bus,Ameerpet
krishna nagar,17.45122,78.56875,bus,Uppal
krishna nagar,17.43271,78.42632,bus,Ameerpet
krishna nagar,17.43396,78.427,bus,Ameerpet
krishna nagar (bholapur),17.42164,78.49734,bus,Secunderabad
krishna nagar (bholapur),17.42124,78.49829,bus,Secunderabad
krupa complex,17.46477,78.53863,bus,Secunderabad
krupa complex,17.46518,78.53855,bus,Secunderabad
krupa complex bus stop,17.46484,78.53863,bus,Secunderabad
ksheerasagar,17.68847,78.63542,bus,Secunderabad
kucharam,17.72724,78.4728,bus,Kukatpally
kucharam,17.7279,78.47331,bus,Kukatpally
kukatpally,17.49559,78.39481,bus,Kukatpally
kukatpally,17.49559,78.395,bus,Kukatpally
kukatpally,17.48204,78.41558,bus,Kukatpally
kukatpally,17.48177,78.41598,bus,Kukatpally
kukatpally,17.48365,78.41318,bus,Kukatpally
kukatpally,17.47349,78.4267,bus,Kukatpally
kukatpally (metro),17.47916,78.41869,bus,Kukatpally
kukatpally bus depot,17.4733,78.42491,bus,Kukatpally
kukatpally bus depot,17.47348,78.42511,bus,Kukatpally
kukatpally bus depot,17.47361,78.42573,bus,Kukatpally
kukatpally bus stop,17.4926,78.40221,bus,Kukatpally
kukatpally government college,17.48151,78.41594,bus,Kukatpally
kukatpally government college,17.48141,78.41643,bus,Kukatpally
kukatpally opp metro super market,17.48008,78.41911,bus,Kukatpally
kukatpally temple bus stop,17.48404,78.39355,bus,Kukatpally
kukatpally- 9392055500--infront of metro- kalladatravels-040-30585500,17.48386,78.41242,bus,Kukatpally
kumarawadi bus stop,17.38567,78.45623,bus,Banjara Hills
